NEIGHBORID,Pet,Pet_tag,StoreCard,No_transaction,LTD,FTD,Net_Amount,No_transaction_last_sixmonth,Tenure_days,Avg_diff_btw_trans,Recency,Tenure_FTD_days,Avg_no_transaction_sixmonth,No_Coupon_Trans,LTV_margin,marketinghomestoreid,Percent_change_tenure,Segment
286392,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,171,2018-01-02,2015-07-27,5118.37,28,890,5.20468,21,911,33.78705,11,1538.28088,98,-17.12801,A1
7607803,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,102,2018-01-13,2015-08-09,2902.43,69,888,8.70588,10,898,20.44543,2,1151.77177,232,237.48366,A1
7640820,"Bird,Dog,Reptile",5,False,101,2017-12-26,2015-07-27,3978.69,17,883,8.74257,28,911,19.95609,2,1352.7717,8009,-14.81298,A1
7779403,"Cat,Dog,Small Animal,Wild Bird",4,False,36,2018-01-08,2017-05-24,964.13,30,229,6.36111,15,244,26.55738,3,334.94,217,12.96296,A1
7780700,"Cat,Reptile",5,False,37,2018-01-12,2017-05-24,434.76,26,233,6.2973,11,244,27.29508,2,271.47,4052,-4.74474,A1
1481549,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,95,2018-01-13,2015-07-30,5643.33,19,898,9.45263,10,908,18.8326,5,2232.9557,9030,0.88889,A1
1490798,"Bird,Cat,Dog,Fish,Small Animal",4,False,101,2018-01-07,2015-08-05,1325.55,18,886,8.77228,16,902,20.15521,2,188.84429,90,-10.69307,A2
150258,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,143,2018-01-08,2015-07-31,9543.78,18,892,6.23776,15,907,28.37927,17,2089.2625,62,-36.57343,A1
1544909,"Cat,Dog,Fish,Wild Bird",4,False,63,2018-01-11,2015-07-28,2278.08,17,898,14.25397,12,910,12.46154,0,1138.0244,4,36.41975,A1
1564971,"Dog,Reptile,Small Animal",5,False,20,2018-01-04,2016-04-11,405.04,16,633,31.65,19,652,5.52147,0,279.25,166,189.77778,A2
162410,"Cat,Dog,Fish,Wild Bird",4,False,71,2018-01-05,2015-08-09,1327.43,16,880,12.39437,18,898,14.23163,8,598.4385,101,12.42567,A2
1662600,"Cat,Dog,Small Animal,Wild Bird",4,False,175,2017-12-20,2015-08-01,3671.8,30,872,4.98286,34,906,34.76821,5,1183.5484,212,-13.71429,A1
5956582,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,114,2018-01-05,2015-07-31,2253.2,24,889,7.79825,18,907,22.62404,4,571.4013,205,6.08187,A2
5965001,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,49,2018-01-03,2015-08-11,1690.72,20,876,17.87755,20,896,9.84375,3,655.3744,9050,103.1746,A1
6101336,"Bird,Cat,Dog,Small Animal",4,False,120,2018-01-07,2015-07-29,5121.03,21,893,7.44167,16,909,23.76238,5,1949.2515,4100,-11.625,A1
6113916,"Cat,Dog,Reptile,Wild Bird",4,False,93,2018-01-07,2015-07-29,5257.83,17,893,9.60215,16,909,18.41584,14,2070.3659,166,-7.68817,A1
6166736,"Bird,Cat,Dog,Fish",4,False,86,2018-01-11,2015-08-09,2343.93,19,886,10.30233,12,898,17.23831,13,690.00268,119,10.21964,A1
6176721,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,67,2018-01-07,2015-08-02,1198.13,17,889,13.26866,16,905,13.32597,3,288.18,234,27.57048,A2
6177339,"Cat,Dog,Fish,Wild Bird",4,False,85,2017-12-30,2015-07-26,7327.53,16,888,10.44706,24,912,16.77632,7,3014.039,16,-4.62745,A1
6236160,"Dog,Fish,Reptile,Small Animal",5,False,53,2018-01-09,2016-12-12,619.42,16,393,7.41509,14,407,23.4398,0,443.81,4077,-31.74004,A1
6245587,"Bird,Cat,Dog,Fish,Small Animal",4,False,113,2018-01-01,2015-07-29,5890.28,19,887,7.84956,22,909,22.37624,4,2594.4408,12,-15.0885,A1
627266,"Bird,Cat,Dog,Reptile,Small Animal",4,False,280,2018-01-13,2015-07-28,7470.05,70,900,3.21429,10,910,55.38462,8,2393.3573,23,26.38889,A1
4408741,"Bird,Cat,Dog,Fish",4,False,190,2018-01-07,2015-07-26,5531.52,48,896,4.71579,16,912,37.5,10,730.2539,9014,28.0,A1
4427392,"Dog,Reptile,Small Animal",5,False,71,2018-01-10,2016-01-13,1260.89,22,728,10.25352,13,741,17.24696,14,693.82,217,27.55869,A1
4530523,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,97,2018-01-11,2015-08-07,3659.58,16,888,9.15464,12,900,19.4,6,430.4031,6,-17.52577,A2
4563526,"Cat,Dog,Reptile,Wild Bird",4,False,55,2018-01-12,2015-07-29,1930.54,17,898,16.32727,11,909,10.89109,0,424.0521,9035,56.09091,A2
4607209,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,136,2018-01-08,2015-07-26,1717.97,30,897,6.59559,15,912,26.84211,4,407.3698,191,11.76471,A2
461769,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,93,2018-01-02,2015-07-31,3191.86,18,886,9.52688,21,907,18.45645,1,1507.3074,9025,-2.47312,A1
4623770,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,284,2018-01-12,2015-07-27,2980.83,69,900,3.16901,11,911,56.11416,48,367.8025,54,22.96362,A2
7968286,"Dog,Fish,Reptile,Small Animal",5,False,34,2017-12-26,2017-06-18,600.16,27,191,5.61765,28,219,27.94521,0,423.54,4057,-3.38235,A1
7992441,"Bird,Dog,Small Animal",5,False,19,2018-01-08,2017-06-24,335.69,16,198,10.42105,15,213,16.05634,1,222.0,7010,-0.35088,A1
8104976,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,35,2018-01-04,2017-07-26,876.81,34,162,4.62857,19,181,34.80663,5,394.31,4022,-2.31746,A1
851508,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,128,2018-01-08,2015-09-30,3141.58,80,831,6.49219,15,846,27.23404,21,923.0945,215,193.75,A1
1794573,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,49,2018-01-13,2016-09-19,777.84,17,481,9.81633,10,491,17.96334,19,502.55569,148,-5.36281,A1
1807509,"Cat,Dog,Fish,Wild Bird",4,False,65,2018-01-13,2015-07-31,3449.88,16,897,13.8,10,907,12.89967,21,419.1047,9,24.03419,A2
1864310,"Bird,Cat,Dog,Wild Bird",4,False,65,2018-01-11,2015-07-27,2297.12,20,899,13.83077,12,911,12.84303,6,878.48818,18,55.7265,A1
1879257,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,90,2018-01-08,2015-08-09,2091.19,28,883,9.81111,15,898,18.04009,3,1014.0336,246,55.20988,A1
1884268,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,55,2018-01-11,2015-08-18,1449.59,19,877,15.94545,12,889,11.13611,4,644.559,184,70.61616,A1
1927567,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,125,2018-01-13,2015-07-26,3667.86,19,902,7.216,10,912,24.67105,4,1437.63733,134,-22.98667,A1
192911,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,133,2017-12-31,2015-07-29,5576.86,17,886,6.66165,23,909,26.33663,4,2227.6899,9031,-35.45113,A1
1952971,"Bird,Cat,Dog,Fish,Small Animal",4,False,95,2018-01-11,2015-08-15,3152.26,19,880,9.26316,12,892,19.1704,27,797.89784,68,-0.88889,A1
6321648,"Bird,Dog,Fish,Reptile",5,False,53,2017-12-31,2017-02-19,587.02,21,315,5.9434,23,338,28.22485,0,346.21,113,-25.59748,A1
2945,"Bird,Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,107,2018-01-12,2015-07-27,2462.84,25,900,8.41121,11,911,21.1416,18,288.03091,9043,18.25026,A2
2955228,"Bird,Cat,Dog,Wild Bird",4,False,82,2018-01-05,2015-07-30,2651.15,20,890,10.85366,18,908,16.25551,33,1011.3933,9058,23.03523,A1
6443337,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,124,2017-12-21,2015-07-30,1652.05,17,875,7.05645,33,908,24.5815,6,657.7064,8056,-30.84229,A1
6480611,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,76,2018-01-02,2016-09-23,2763.65,38,466,6.13158,21,487,28.09035,9,1089.585,4050,35.27778,A1
3011059,"Bird,Cat,Dog,Fish",4,False,87,2018-01-09,2015-08-04,2209.44,26,889,10.21839,14,903,17.34219,1,913.1378,172,49.92337,A1
3075409,"Cat,Dog,Small Animal,Wild Bird",4,False,139,2018-01-05,2015-08-01,2303.6,27,888,6.38849,18,906,27.61589,1,803.185,16,-2.23022,A1
309931,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,103,2017-12-30,2015-07-31,1945.29,19,883,8.57282,24,907,20.44101,18,457.14587,49,-7.04962,A2
3101927,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,116,2018-01-05,2016-03-11,3590.62,23,665,5.73276,18,683,30.57101,14,2040.25,240,-24.76533,A1
3127551,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,193,2018-01-13,2015-07-26,3989.56,44,902,4.67358,10,912,38.09211,6,757.84065,14,15.5095,A1
3133881,"Bird,Cat,Dog,Wild Bird",4,False,87,2018-01-10,2015-08-01,3106.84,22,893,10.26437,13,906,17.28477,27,1470.1581,228,27.27969,A1
3142521,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,85,2017-12-29,2015-08-03,6646.23,17,879,10.34118,25,904,16.92478,7,3260.68994,77,0.44444,A1
4687986,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,66,2018-01-11,2016-09-27,3909.79,19,471,7.13636,12,483,24.59627,0,1471.7947,8047,-22.75253,A1
480511,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,319,2017-12-24,2016-02-18,10431.93,21,675,2.11599,30,705,81.44681,13,3549.25964,4013,-74.2163,A1
4843087,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,54,2018-01-02,2015-08-15,2241.86,29,871,16.12963,21,892,10.89686,1,1244.4491,130,166.13169,A1
4924888,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,66,2018-01-08,2015-07-30,3326.49,19,893,13.5303,15,908,13.0837,2,1325.1611,19,45.21886,A1
4928027,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,89,2018-01-03,2015-10-19,3012.88,25,807,9.06742,20,827,19.37122,21,1444.8106,201,29.05743,A1
4946453,"Dog,Fish,Wild Bird",5,False,94,2018-01-06,2015-07-30,4575.82,16,891,9.47872,17,908,18.63436,0,1891.8075,167,-14.13712,A1
2031815,"Bird,Cat,Dog,Reptile,Wild Bird",4,False,86,2018-01-10,2015-07-26,3601.95,16,899,10.45349,13,912,16.97368,9,1478.40957,9032,-5.73643,A1
204509,"Bird,Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,88,2018-01-05,2015-07-31,1518.01,18,889,10.10227,18,907,17.46417,1,430.11733,45,3.06818,A2
2142334,"Cat,Wild Bird",5,False,85,2018-01-12,2015-08-22,809.02,19,874,10.28235,11,885,17.28814,2,217.0393,9026,9.90196,A2
214821,"Bird,Cat,Dog,Fish,Reptile",4,False,28,2017-12-31,2015-08-01,533.96,16,883,31.53571,23,906,5.56291,7,221.05,9014,187.61905,A2
2163175,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,258,2018-01-12,2015-07-31,2933.5,47,896,3.47287,11,907,51.20176,4,1744.92675,81,-8.20629,A1
2185362,"Bird,Fish,Reptile,Small Animal,Wild Bird",5,False,60,2018-01-09,2015-08-14,227.24,17,879,14.65,14,893,12.09406,0,160.60693,8061,40.56481,A2
2299295,"Cat,Dog,Small Animal,Wild Bird",4,False,62,2018-01-13,2015-08-16,1028.1,22,881,14.20968,10,891,12.52525,0,349.4532,9056,75.64516,A2
231163,"Cat,Dog,Small Animal,Wild Bird",4,False,73,2018-01-05,2015-07-28,1629.86,16,892,12.21918,18,910,14.43956,0,455.9788,8014,10.8067,A2
8794103,Reptile,5,False,18,2018-01-02,2017-10-09,103.53,18,85,4.72222,21,106,30.56604,0,89.6,9025,-41.11111,A1
8913667,"Cat,Dog,Reptile,Wild Bird",4,False,17,2018-01-05,2017-08-12,1834.85,17,146,8.58824,18,164,18.65854,4,603.44,244,-8.88889,A1
942783,"Bird,Cat,Dog,Small Animal",4,False,116,2018-01-10,2015-07-31,1509.67,26,894,7.7069,13,907,23.02095,3,671.72378,45,12.94061,A1
958445,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,111,2017-12-30,2015-08-02,2238.05,26,881,7.93694,24,905,22.07735,1,839.31902,205,17.76777,A1
961039,"Dog,Reptile,Small Animal",5,False,35,2017-12-18,2015-09-11,415.2,22,829,23.68571,36,865,7.28324,0,242.83,51,202.06349,A2
991679,"Bird,Dog,Fish,Reptile,Small Animal,Wild Bird",5,False,50,2017-12-30,2015-08-17,2275.03,20,866,17.32,24,890,10.11236,0,1160.45066,242,97.77778,A1
2340737,"Bird,Cat,Dog,Wild Bird",4,False,98,2018-01-11,2015-07-26,1599.91,18,900,9.18367,12,912,19.34211,0,662.13638,159,-6.93878,A1
6817276,"Dog,Fish,Wild Bird",5,False,22,2018-01-06,2016-10-28,536.21,16,435,19.77273,17,452,8.76106,3,292.17,8024,82.62626,A2
6822712,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,47,2018-01-12,2016-05-31,2640.73,22,591,12.57447,11,602,14.05316,1,890.3898,119,56.54846,A1
6852417,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,92,2018-01-12,2015-08-04,3729.49,23,892,9.69565,11,903,18.33887,2,1342.5957,9031,25.41667,A1
6876070,"Cat,Fish,Reptile",5,False,48,2017-12-23,2017-04-27,427.18,31,240,5.0,31,271,31.88192,5,161.53,4054,-2.7662,A2
3211358,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,107,2017-12-24,2015-09-11,2460.75,21,835,7.80374,30,865,22.2659,15,754.03755,148,-5.68536,A1
3224391,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,115,2018-01-08,2015-07-26,6226.36,22,897,7.8,15,912,22.69737,0,1608.39743,9046,-3.07246,A1
3235453,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,80,2018-01-10,2015-08-13,4263.92,35,881,11.0125,13,894,16.10738,2,2075.6605,9055,117.29167,A1
324843,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,127,2017-12-19,2015-07-28,2884.68,22,875,6.88976,35,910,25.12088,6,1088.5361,116,-12.42345,A1
3289421,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,103,2018-01-12,2015-07-29,1133.72,24,898,8.71845,11,909,20.39604,0,541.8369,51,17.6699,A2
3316997,"Bird,Dog,Fish,Reptile",5,False,20,2018-01-12,2015-08-10,489.17,18,886,44.3,11,897,4.01338,7,178.07,188,348.5,A2
3359401,"Bird,Cat,Dog,Fish,Reptile",4,False,136,2018-01-08,2015-07-30,4470.51,20,893,6.56618,15,908,26.96035,14,2350.3857,9061,-25.81699,A1
3379660,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,81,2018-01-10,2015-08-06,4565.85,17,888,10.96296,13,901,16.18202,4,1903.0826,9030,5.05487,A1
3379744,"Cat,Dog,Small Animal,Wild Bird",4,False,89,2018-01-03,2015-08-01,2044.08,20,886,9.95506,20,906,17.68212,2,984.6358,5,13.10861,A1
5017896,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,81,2018-01-13,2015-08-13,1434.78,16,884,10.91358,10,894,16.30872,2,843.88331,166,-1.893,A1
5076316,"Bird,Cat,Dog,Fish,Reptile",4,False,66,2018-01-06,2016-02-17,2405.53,19,689,10.43939,17,706,16.8272,8,781.02537,141,12.91246,A1
5080183,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,60,2018-01-06,2016-03-11,1111.88,23,666,11.1,17,683,15.81259,5,260.60626,4002,45.4537,A2
5129021,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,107,2018-01-13,2015-07-29,2358.77,24,899,8.40187,10,909,21.18812,1,506.3858,212,13.27103,A2
514897,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,142,2018-01-10,2015-08-01,2754.22,22,893,6.28873,13,906,28.21192,3,918.52269,64,-22.01878,A1
5253712,"Cat,Dog,Fish,Wild Bird",4,False,98,2018-01-01,2016-01-09,2270.86,16,723,7.37755,22,745,23.67785,9,1016.14,52,-32.4263,A1
5318250,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,115,2018-01-11,2015-07-26,2139.48,20,900,7.82609,12,912,22.69737,4,764.93982,86,-11.88406,A1
5378248,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,86,2017-11-11,2016-05-28,7674.8,17,532,6.18605,73,605,25.58678,34,2432.24157,4025,-33.55943,A1
5397082,"Cat,Fish,Wild Bird",5,False,104,2018-01-07,2015-07-26,1513.56,25,896,8.61538,16,912,20.52632,6,436.2473,72,21.79487,A2
3486576,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,73,2017-12-28,2015-09-22,3127.88,16,828,11.34247,26,854,15.38642,5,1145.75297,205,3.98782,A1
3575557,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,58,2018-01-13,2016-03-07,580.09,24,677,11.67241,10,687,15.19651,1,330.68,237,57.93103,A2
3575820,"Dog,Fish,Reptile,Small Animal",5,False,83,2018-01-11,2015-07-31,1590.09,16,895,10.78313,12,907,16.47189,2,827.95609,29,-2.86479,A1
3611398,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,104,2018-01-11,2015-07-28,3748.8,20,898,8.63462,12,910,20.57143,10,1065.88545,242,-2.77778,A1
3661716,"Bird,Cat,Dog,Fish,Reptile",4,False,171,2017-11-19,2015-08-02,3202.29,19,840,4.91228,65,905,34.01105,14,1240.66077,195,-44.1358,A1
3667006,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,93,2018-01-09,2015-08-13,1768.45,25,880,9.46237,14,894,18.72483,0,830.57,9059,33.51254,A1
366908,"Dog,Fish,Reptile,Small Animal",5,False,45,2018-01-08,2016-11-09,488.37,28,425,9.44444,15,440,18.40909,0,281.02,43,52.09877,A2
3676641,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,74,2018-01-06,2015-08-12,2193.3,19,878,11.86486,17,895,14.88268,3,607.14496,119,27.66517,A2
3722773,"Bird,Cat,Dog,Fish",4,False,28,2018-01-11,2016-01-06,701.48,21,736,26.28571,12,748,6.73797,0,399.77426,9,211.66667,A2
3789800,"Cat,Dog,Fish,Wild Bird",4,False,65,2018-01-05,2015-08-03,1652.31,16,886,13.63077,18,904,12.94248,12,319.7723,48,23.62393,A2
3792056,"Bird,Cat,Dog,Wild Bird",4,False,72,2018-01-13,2015-08-08,4203.02,24,889,12.34722,10,899,14.41602,33,483.0052,4116,66.48148,A2
3795692,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,70,2018-01-10,2015-08-31,1771.48,25,863,12.32857,13,876,14.38356,2,910.01764,68,73.80952,A1
3809362,"Dog,Fish,Reptile,Small Animal",5,False,43,2018-01-07,2015-08-05,595.09,25,886,20.60465,16,902,8.58093,3,312.5206,8028,191.34367,A2
8758217,"Cat,Fish,Reptile",5,False,19,2018-01-12,2017-09-27,333.46,19,107,5.63158,11,118,28.98305,2,172.62,4046,-34.44444,A1
2318479,"Fish,Reptile",5,False,58,2017-12-15,2016-04-26,278.44,22,598,10.31034,39,637,16.38932,3,43.92,4012,34.23372,A3
878724,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,68,2018-01-11,2016-05-10,1689.68,32,611,8.98529,12,623,19.64687,1,604.79,220,62.87582,A1
2354310,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,132,2018-01-11,2015-08-24,2897.72,35,871,6.59848,12,883,26.90827,8,902.4684,9059,30.07155,A1
236256,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,91,2017-12-29,2015-08-19,1996.29,20,863,9.48352,25,888,18.44595,11,1195.79684,182,8.42491,A1
2378036,"Bird,Cat,Dog,Fish,Small Animal",4,False,76,2018-01-11,2015-08-04,1884.72,27,891,11.72368,12,903,15.1495,5,885.56,9010,78.22368,A1
6498035,"Cat,Dog,Reptile,Wild Bird",4,False,126,2017-12-16,2015-08-07,4866.52,27,862,6.84127,38,900,25.2,41,1200.4985,8044,7.14286,A1
6516453,"Cat,Fish,Reptile",5,False,27,2018-01-12,2017-04-20,304.15,18,267,9.88889,11,278,17.48201,1,202.42,8035,2.96296,A1
660721,"Bird,Cat,Dog,Wild Bird",4,False,185,2018-01-07,2015-08-05,4618.28,20,886,4.78919,16,902,36.91796,11,2162.3108,8031,-45.82583,A1
6624114,"Bird,Cat,Dog,Fish",4,False,110,2018-01-06,2015-07-28,3892.94,20,893,8.11818,17,910,21.75824,29,1424.0971,9050,-8.08081,A1
6636810,Reptile,5,False,66,2018-01-06,2015-11-13,447.44,22,785,11.89394,17,802,14.81297,1,263.12,60,48.51852,A2
6645181,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,165,2018-01-13,2016-09-17,3221.02,66,483,2.92727,10,493,60.24341,23,1068.51,9038,9.55556,A1
664645,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,49,2018-01-12,2015-07-28,782.34,27,899,18.34694,11,910,9.69231,6,82.78723,4087,178.57143,A3
6687146,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,40,2018-01-09,2016-11-16,2487.44,16,419,10.475,14,433,16.62818,19,1001.533,4052,-3.77778,A1
6736977,"Bird,Dog,Fish",5,False,68,2018-01-06,2015-10-25,2516.0,22,804,11.82353,17,821,14.90865,39,994.2184,7019,47.56536,A1
3251248,"Cat,Dog,Fish,Wild Bird",4,False,88,2017-12-08,2015-07-31,2734.9,22,861,9.78409,46,907,17.46417,35,441.2686,9027,25.97222,A2
3257637,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,105,2018-01-07,2015-08-12,7130.55,21,879,8.37143,16,895,21.11732,8,1882.9629,9048,-0.55556,A1
3263791,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,50,2018-01-12,2016-06-08,842.16,20,583,11.66,11,594,15.15152,2,496.13,235,32.0,A1
3279805,"Bird,Cat,Dog,Fish,Small Animal,Wild Bird",4,False,100,2018-01-10,2015-07-30,3460.77,18,895,8.95,13,908,19.82379,4,835.3676,64,-9.2,A1
3291141,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,67,2017-12-11,2015-07-28,898.75,17,867,12.9403,43,910,13.25275,5,234.55078,13,28.27529,A2
3313622,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,87,2018-01-11,2015-08-19,1601.28,26,876,10.06897,12,888,17.63514,4,468.1912,8049,47.43295,A2
333720,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,78,2018-01-11,2015-07-31,2611.53,32,895,11.47436,12,907,15.4796,4,934.99094,68,106.72365,A1
3398401,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,48,2018-01-13,2015-08-16,1107.63,16,881,18.35417,10,891,9.69697,4,392.72028,207,65.0,A2
3428911,"Bird,Cat,Dog,Fish,Reptile,Wild Bird",4,False,179,2018-01-11,2015-07-28,11725.99,28,898,5.01676,12,910,35.40659,13,1692.90934,90,-20.91868,A1
3446099,"Bird,Cat,Dog,Fish,Small Animal",4,False,186,2018-01-11,2015-08-05,7572.94,40,890,4.78495,12,902,37.11752,42,1799.09586,9031,7.76583,A1
5042943,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,168,2018-01-05,2015-07-26,3996.22,30,894,5.32143,18,912,33.15789,41,866.82684,9073,-9.52381,A1
5082429,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,231,2017-12-28,2015-07-30,1989.89,20,882,3.81818,26,908,45.79295,4,572.26269,170,-56.32516,A2
5236264,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,51,2018-01-05,2015-08-25,1664.69,19,864,16.94118,18,882,10.40816,10,796.25,117,82.54902,A1
5236608,"Cat,Dog,Fish,Wild Bird",4,False,50,2017-12-27,2016-10-20,2872.02,17,433,8.66,27,460,19.56522,14,974.2095,4006,-13.11111,A1
5243811,"Bird,Cat,Dog,Fish",4,False,54,2017-12-07,2015-09-01,878.04,25,828,15.33333,47,875,11.10857,1,280.8169,188,125.05144,A2
5264783,"Cat,Dog,Fish,Small Animal,Wild Bird",4,False,40,2018-01-12,2015-12-21,676.51,20,753,18.825,11,764,9.42408,0,265.3692,9040,112.22222,A2
5284446,"Bird,Cat,Dog,Fish,Reptile,Small Animal",4,False,251,2018-01-11,2015-08-04,5279.48,61,891,3.5498,12,903,50.03322,8,2268.1023,172,21.91899,A1
5342038,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,49,2018-01-12,2015-08-11,883.46,20,885,18.06122,11,896,9.84375,1,363.5891,116,103.1746,A2
5364237,"Bird,Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,88,2018-01-12,2015-09-30,2456.7,20,835,9.48864,11,846,18.7234,16,1080.61308,116,6.81818,A1
5390446,"Cat,Dog,Fish,Reptile,Wild Bird",4,False,84,2018-01-05,2015-08-14,1582.22,16,875,10.41667,18,893,16.93169,1,590.6378,114,-5.50265,A2
3481180,"Bird,Dog,Wild Bird",5,False,59,2018-01-12,2016-04-29,2048.43,18,623,10.55932,11,634,16.75079,3,723.27,44,7.45763,A1
3528464,"Bird,Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,352,2018-01-13,2015-08-03,10001.69,34,894,2.53977,10,904,70.0885,19,4053.71743,23,-51.4899,A1
3567722,"Cat,Dog,Fish,Wild Bird",4,False,92,2018-01-13,2015-08-04,6119.17,19,893,9.70652,10,903,18.33887,22,1812.4469,9024,3.60507,A1
3609463,"Bird,Cat,Dog,Wild Bird",4,False,140,2018-01-11,2015-07-31,14901.11,27,895,6.39286,12,907,27.7839,2,753.2036,129,-2.82143,A1
368474,"Cat,Dog,Small Animal,Wild Bird",4,False,57,2018-01-13,2015-08-08,1593.87,17,889,15.59649,10,899,11.41268,1,523.0638,219,48.95712,A2
3712469,"Bird,Cat,Dog,Wild Bird",4,False,123,2018-01-12,2015-07-28,2941.98,17,899,7.30894,11,910,24.32967,10,1377.62163,18,-30.12647,A1
3744164,"Cat,Dog,Fish,Reptile,Small Animal,Wild Bird",4,False,93,2017-12-02,2017-04-24,2977.24,19,222,2.3871,52,274,61.09489,8,1206.55,175,-68.90084,A1
3770797,"Bird,Cat,Dog,Small Animal,Wild Bird",4,False,76,2018-01-11,2015-08-04,1241.2,21,891,11.72368,12,903,15.1495,0,631.34696,8035,38.61842,A2
3792819,"Bird,Dog,Small Animal",5,False,36,2017-12-24,2015-08-05,950.77,21,872,24.22222,30,902,7.18404,1,394.54748,51,192.31481,A2
2310726,"Bird,Cat,Dog,Small Animal",4,False,100,2017-12-31,2015-08-04,1946.64,20,880,8.8,23,903,19.93355,0,991.41226,29,0.33333,A1
2316301,"Cat,Dog,Reptile,Small Animal,Wild Bird",4,False,76,2018-01-08,2015-08-04,1752.94,20,888,11.68421,15,903,15.1495,5,560.5385,29,32.01754,A2
